,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,labels,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,apt_id,licenses
29,certbot,certbot/certbot,others,,https://github.com/certbot/certbot,https://github.com/certbot/certbot,Apache-2.0,2014-11-12 02:52:20.000,2023-07-19 20:10:39.000,2023-07-19 20:10:35,10801.0,3360,758.0,4521.0,380.0,4970.0,30062,Certbot is EFFs tool to obtain certs from Lets Encrypt and (optionally) auto-enable HTTPS on your server. It can also..,2008.0,1688.0,522.0,40,True,,30.0,2023-05-09 21:00:14.000,2.6.0,103.0,66998.0,507327.0,conda-forge/certbot-apache,certbot,https://pypi.org/project/certbot,2023-05-09 20:39:01.660,320.0,505020.0,https://anaconda.org/conda-forge/certbot-apache,2023-06-11 22:01:48.664,20417.0,1.0,,,,,,,,,,,,,,,,,,
30,Streamlit,streamlit/streamlit,web-ui,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2023-07-20 15:56:14.000,2023-07-19 23:29:23,5621.0,2296,296.0,3505.0,691.0,2768.0,26084,Streamlit A faster way to build and share data apps.,1776.0,882.0,190.0,40,True,,177.0,2023-07-07 18:46:34.160,1.24.1,203.0,,1853568.0,,streamlit,https://pypi.org/project/streamlit,2023-07-07 18:46:34.160,894.0,1853568.0,,,,1.0,,,,,,,,,,,,,,,,,,
31,Locust,locustio/locust,testing,,https://github.com/locustio/locust,https://github.com/locustio/locust,MIT,2011-02-17 11:08:03.000,2023-07-18 20:38:27.000,2023-07-18 20:29:55,4004.0,2724,440.0,906.0,17.0,1442.0,21761,Write scalable load tests in plain Python.,6291.0,6189.0,289.0,40,True,,25.0,2023-03-14 13:29:00.926,2.15.1,246.0,,952086.0,conda-forge/locust,locust,https://pypi.org/project/locust,2023-07-18 20:38:27.000,102.0,950092.0,https://anaconda.org/conda-forge/locust,2023-06-16 16:08:34.611,123674.0,1.0,,,,,,,,,,,,,,,,,,
32,sanic,sanic-org/sanic,web-frameworks,,https://github.com/sanic-org/sanic,https://github.com/sanic-org/sanic,MIT,2016-05-26 04:38:22.000,2023-07-17 21:21:56.000,2023-07-17 21:21:55,2805.0,1515,408.0,1472.0,85.0,1255.0,17190,Accelerate your web app development | Build fast. Run fast.,14327.0,13646.0,334.0,40,True,,23.0,2023-03-26 19:57:04.736,23.3.0,74.0,,775607.0,conda-forge/sanic,sanic,https://pypi.org/project/sanic,2023-03-26 19:57:04.736,681.0,771334.0,https://anaconda.org/conda-forge/sanic,2023-06-16 13:24:39.029,294877.0,2.0,,,,,,,,,,,,,,,,,,
33,httpx,encode/httpx,http-clients,,https://github.com/encode/httpx,https://github.com/encode/httpx,BSD-3-Clause,2019-04-04 12:27:00.000,2023-07-16 14:46:25.000,2023-07-15 03:38:15,1331.0,702,111.0,1382.0,41.0,750.0,10802,A next generation HTTP client for Python.,103439.0,100640.0,199.0,40,True,,33.0,2023-05-19 00:52:17.424,0.24.1,63.0,,16281611.0,conda-forge/httpx,httpx,https://pypi.org/project/httpx,2023-05-19 00:52:17.424,2799.0,16266268.0,https://anaconda.org/conda-forge/httpx,2023-06-16 16:19:01.405,675116.0,2.0,,,,,,,,,,,,,,,,,,
34,tweepy,tweepy/tweepy,third-party-apis,,https://github.com/tweepy/tweepy,https://github.com/tweepy/tweepy,MIT,2009-07-06 04:15:34.000,2023-07-05 21:27:30.000,2023-07-05 21:27:15,3092.0,4509,268.0,564.0,81.0,1201.0,9791,Twitter for Python!.,50188.0,45784.0,243.0,40,True,,9.0,2023-04-24 22:17:30.329,4.14.0,47.0,,804004.0,conda-forge/tweepy,tweepy,https://pypi.org/project/tweepy,2022-05-20 17:36:29.000,4404.0,800750.0,https://anaconda.org/conda-forge/tweepy,2023-06-16 13:24:08.253,250630.0,1.0,-1.0,,,,,,,,,,,,,,,,,
35,django-allauth,pennersr/django-allauth,auth,,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52.000,2023-07-19 22:28:14.000,2023-07-19 22:09:22,2604.0,2821,185.0,1365.0,242.0,1770.0,8077,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",5282.0,,642.0,40,True,['django'],72.0,2023-03-31 21:25:01.853,0.54.0,70.0,,740865.0,conda-forge/django-allauth,django-allauth,https://pypi.org/project/django-allauth,2023-03-31 21:25:01.853,5282.0,734199.0,https://anaconda.org/conda-forge/django-allauth,2023-06-21 00:33:51.573,100003.0,1.0,,,,,,,,,,,,,,,,,,
36,gspread,burnash/gspread,third-party-apis,,https://github.com/burnash/gspread,https://github.com/burnash/gspread,MIT,2011-12-02 10:46:20.000,2023-07-20 09:05:39.000,2023-07-16 15:34:38,1382.0,918,159.0,441.0,50.0,769.0,6500,Google Sheets Python API.,25297.0,24281.0,160.0,40,True,,162.0,2023-06-29 12:25:28.901,5.10.0,64.0,1045.0,6593720.0,conda-forge/gspread,gspread,https://pypi.org/project/gspread,2022-12-02 23:14:01.839,1016.0,6589996.0,https://anaconda.org/conda-forge/gspread,2023-06-16 13:25:17.944,278698.0,1.0,,,,,,,,,,,,,,,,,,
37,PyGithub,PyGithub/PyGithub,third-party-apis,,https://github.com/PyGithub/PyGithub,https://github.com/PyGithub/PyGithub,LGPL-3.0,2012-02-25 12:53:47.000,2023-07-20 15:51:48.000,2023-07-19 07:39:21,2112.0,1645,111.0,1168.0,236.0,1292.0,6139,Typed interactions with the GitHub API v3.,46239.0,43605.0,319.0,40,True,,86.0,2023-06-22 17:51:07.514,1.59.0,93.0,,10902204.0,conda-forge/pygithub,pygithub,https://pypi.org/project/pygithub,2021-04-26 04:45:19.000,2634.0,10831485.0,https://anaconda.org/conda-forge/pygithub,2023-06-29 13:47:50.579,2687330.0,1.0,,,,,,,,,,,,,,,,,,
38,Flask-AppBuilder,dpgaspar/Flask-AppBuilder,web-frameworks,,https://github.com/dpgaspar/Flask-AppBuilder,https://github.com/dpgaspar/Flask-AppBuilder,BSD-3-Clause,2013-11-09 21:13:29.000,2023-07-20 11:59:24.000,2023-07-10 16:21:22,3907.0,1328,161.0,868.0,151.0,1097.0,4271,"Simple and rapid application development framework, built on top of Flask. includes detailed security, auto CRUD..",5174.0,4842.0,190.0,40,True,['flask'],24.0,2023-07-10 16:24:47.000,4.3.4,298.0,,5093590.0,conda-forge/flask-appbuilder,flask-appbuilder,https://pypi.org/project/flask-appbuilder,2022-07-06 10:59:46.000,332.0,5085819.0,https://anaconda.org/conda-forge/flask-appbuilder,2023-06-25 18:54:29.664,279789.0,2.0,,,,,,,,,,,,,,,,,,
39,websocket-client,websocket-client/websocket-client,websocket,,https://github.com/websocket-client/websocket-client,https://github.com/websocket-client/websocket-client,Apache-2.0,2010-12-28 06:35:25.000,2023-07-10 09:14:17.000,2023-06-30 00:00:00,1229.0,743,89.0,314.0,13.0,598.0,3269,WebSocket client for Python.,130258.0,123263.0,214.0,40,True,,17.0,2023-06-23 11:13:12.841,1.6.1,82.0,,52083968.0,conda-forge/websocket-client,websocket-client,https://pypi.org/project/websocket-client,2022-06-20 08:41:19.000,6995.0,51829895.0,https://anaconda.org/conda-forge/websocket-client,2023-06-26 14:22:38.810,8892589.0,1.0,,,,,,,,,,,,,,,,,,
40,lxml,lxml/lxml,html-processing,,https://github.com/lxml/lxml,https://github.com/lxml/lxml,BSD-3-Clause,2011-02-11 05:43:11.000,2023-07-14 17:45:48.000,2023-07-14 17:45:48,6002.0,544,80.0,322.0,24.0,,2394,The lxml XML toolkit for Python.,405939.0,366365.0,151.0,40,True,,98.0,2023-07-05 11:49:49.679,4.9.3,156.0,18052.0,65352593.0,conda-forge/lxml,lxml,https://pypi.org/project/lxml,2023-07-05 11:49:49.679,39574.0,65082645.0,https://anaconda.org/conda-forge/lxml,2023-07-05 14:02:29.780,10223754.0,1.0,,,,,,,,,,,,,,,,,,
41,sentry,getsentry/sentry,monitoring,,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry,SSPL-1.0,2010-08-30 22:06:41.000,2023-07-20 16:23:04.000,2023-07-20 16:20:30,56643.0,3856,682.0,44285.0,1377.0,7129.0,34681,Developer-first error tracking and performance monitoring.,721.0,332.0,775.0,39,True,,3750.0,2023-07-17 23:00:32.386,23.7.0,377.0,46333.0,32994.0,conda-forge/sentry-sdk,sentry,https://pypi.org/project/sentry,2023-02-15 18:25:00.848,389.0,18206.0,https://anaconda.org/conda-forge/sentry-sdk,2023-07-13 11:34:01.730,527934.0,1.0,,,,,,,,,,,,,,,,,,
42,mitmproxy,mitmproxy/mitmproxy,testing,,https://github.com/mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,MIT,2010-02-16 04:10:13.000,2023-07-20 14:46:29.000,2023-07-20 10:45:43,10360.0,3735,619.0,2615.0,288.0,2818.0,31703,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,3452.0,2980.0,489.0,39,True,,51.0,2022-11-02 11:24:02.187,9.0.1,55.0,220477.0,241011.0,,mitmproxy,https://pypi.org/project/mitmproxy,2022-06-28 14:11:15.000,472.0,239159.0,,,,1.0,,,,,,,,,,,,,,,,,,
43,django-cms,django-cms/django-cms,cms,,https://github.com/django-cms/django-cms,https://github.com/django-cms/django-cms,BSD-3-Clause,2009-03-05 10:14:18.000,2023-07-19 08:38:55.000,2023-07-18 12:25:04,16203.0,2909,404.0,4134.0,109.0,3340.0,9384,The easy-to-use and developer-friendly enterprise CMS powered by Django.,6629.0,4927.0,628.0,39,True,['django'],29.0,2023-06-21 19:30:41.278,3.8.2,111.0,,47300.0,,django-cms,https://pypi.org/project/django-cms,2023-01-02 18:13:47.883,1702.0,47300.0,,,,2.0,-1.0,,,,,,,,,,,,,,,,,
44,scapy,secdev/scapy,others,,https://github.com/secdev/scapy,https://github.com/secdev/scapy,GPL-2.0,2015-10-01 17:06:46.000,2023-07-20 14:48:14.000,2023-07-18 09:23:36,6236.0,1880,224.0,2593.0,132.0,1402.0,9008,Scapy: the Python-based interactive packet manipulation program & library. Supports Python 2 & Python 3.,12407.0,11414.0,426.0,39,True,,46.0,2022-12-25 10:30:01.270,2.5.0,25.0,,2233076.0,conda-forge/scapy,scapy,https://pypi.org/project/scapy,2022-12-25 10:30:01.270,993.0,2231213.0,https://anaconda.org/conda-forge/scapy,2023-06-16 16:15:58.809,89443.0,1.0,,,,,,,,,,,,,,,,,,
45,Telethon,LonamiWebs/Telethon,third-party-apis,,https://github.com/LonamiWebs/Telethon,https://github.com/LonamiWebs/Telethon,MIT,2016-08-26 10:59:24.000,2023-06-26 06:30:37.000,2023-06-17 11:11:14,2945.0,1264,148.0,510.0,30.0,2030.0,7994,"Pure Python 3 MTProto API Telegram client library, for bots too!.",49208.0,48791.0,153.0,39,True,,25.0,2023-04-14 20:05:02.494,1.28.5,213.0,,1727814.0,,telethon,https://pypi.org/project/telethon,2021-12-01 18:09:22.000,417.0,1727814.0,,,,2.0,,,,,,,,,,,,,,,,,,
46,pyTelegramBotAPI,eternnoir/pyTelegramBotAPI,third-party-apis,,https://github.com/eternnoir/pyTelegramBotAPI,https://github.com/eternnoir/pyTelegramBotAPI,GPL-2.0,2015-06-26 06:56:25.000,2023-07-14 13:33:07.000,2023-07-14 10:00:03,2432.0,1816,223.0,765.0,2.0,1113.0,6999,Python Telegram bot api.,39000.0,38058.0,219.0,39,True,,28.0,2023-05-18 15:12:02.176,4.12.0,109.0,,2989978.0,,pytelegrambotapi,https://pypi.org/project/pytelegrambotapi,2023-01-02 22:00:53.923,942.0,2989978.0,,,,2.0,,,,,,,,,,,,,,,,,,
47,uvicorn,encode/uvicorn,servers,,https://github.com/encode/uvicorn,https://github.com/encode/uvicorn,BSD-3-Clause,2017-05-31 13:13:43.000,2023-07-18 20:46:38.000,2023-07-18 16:09:31,1178.0,600,88.0,1182.0,46.0,631.0,6779,"An ASGI web server, for Python.",211425.0,209595.0,164.0,39,True,,41.0,2023-07-18 08:05:55.554,0.23.1,150.0,,13305631.0,conda-forge/uvicorn,uvicorn,https://pypi.org/project/uvicorn,2023-07-18 08:05:55.554,1830.0,13246721.0,https://anaconda.org/conda-forge/uvicorn,2023-07-18 12:26:52.019,1944032.0,2.0,,,,,,,,,,,,,,,,,,
48,django-extensions,django-extensions/django-extensions,django-utils,,https://github.com/django-extensions/django-extensions,https://github.com/django-extensions/django-extensions,MIT,2009-03-21 16:11:19.000,2023-06-05 19:37:51.183,2023-06-05 17:09:24,3620.0,1134,104.0,963.0,174.0,719.0,6163,This is a repository for collecting global custom management extensions for the Django Framework.,190469.0,178147.0,573.0,39,True,['django'],13.0,2023-06-07 11:23:14.000,3.2.3,125.0,,2483420.0,conda-forge/django-extensions,django-extensions,https://pypi.org/project/django-extensions,2023-06-05 17:10:00.484,12322.0,2478971.0,https://anaconda.org/conda-forge/django-extensions,2023-06-05 19:37:51.183,391532.0,1.0,,,,,,,,,,,,,,,,,,
49,pyjwt,jpadilla/pyjwt,auth,,https://github.com/jpadilla/pyjwt,https://github.com/jpadilla/pyjwt,MIT,2011-02-24 20:25:09.000,2023-07-18 23:09:58.000,2023-07-18 18:30:05,803.0,641,63.0,492.0,14.0,393.0,4641,JSON Web Token implementation in Python.,431913.0,420327.0,138.0,39,True,,16.0,2023-07-18 20:02:21.000,2.8.0,48.0,,108638790.0,conda-forge/pyjwt,pyjwt,https://pypi.org/project/pyjwt,2023-07-18 20:02:21.000,11586.0,108265358.0,https://anaconda.org/conda-forge/pyjwt,2023-07-18 23:09:58.000,11202968.0,1.0,,,,,,,,,,,,,,,,,,
50,web3.py,ethereum/web3.py,others,,https://github.com/ethereum/web3.py,https://github.com/ethereum/web3.py,MIT,2016-04-14 15:59:35.000,2023-07-20 16:20:28.000,2023-07-19 16:31:23,4165.0,1558,118.0,1677.0,208.0,1169.0,4346,A python interface for interacting with the Ethereum blockchain and ecosystem.,16532.0,15530.0,237.0,39,True,,188.0,2023-07-12 22:16:03.451,6.6.1,195.0,,910376.0,conda-forge/web3,web3,https://pypi.org/project/web3,2022-06-01 20:37:06.000,1002.0,905486.0,https://anaconda.org/conda-forge/web3,2023-07-01 10:20:56.917,161377.0,1.0,,,,,,,,,,,,,,,,,,
51,flask-sqlalchemy,pallets/flask-sqlalchemy,flask-utils,,https://github.com/pallets-eco/flask-sqlalchemy,https://github.com/pallets-eco/flask-sqlalchemy,BSD-3-Clause,2010-06-01 15:01:50.000,2023-07-11 21:17:02.000,2023-07-01 16:22:12,1003.0,912,118.0,554.0,5.0,622.0,4035,Adds SQLAlchemy support to Flask.,367998.0,341409.0,119.0,39,True,['flask'],66.0,2023-06-21 17:07:49.000,3.0.5,33.0,477.0,5196568.0,conda-forge/flask-sqlalchemy,flask-sqlalchemy,https://pypi.org/project/flask-sqlalchemy,2023-06-21 16:49:04.770,26589.0,5192627.0,https://anaconda.org/conda-forge/flask-sqlalchemy,2023-06-16 13:17:53.221,334614.0,1.0,,,,,,,,,,pallets-eco/flask-sqlalchemy,,,,,,,,
52,pyzmq,zeromq/pyzmq,others,,https://github.com/zeromq/pyzmq,https://github.com/zeromq/pyzmq,Revised BSD,2010-07-21 07:20:37.000,2023-07-18 10:51:57.000,2023-07-12 04:58:20,3376.0,618,101.0,898.0,118.0,874.0,3394,PyZMQ: Python bindings for zeromq.,294316.0,280940.0,192.0,39,False,,61.0,2023-05-26 18:35:54.649,25.1.0,82.0,20717.0,20390794.0,conda-forge/pyzmq,pyzmq,https://pypi.org/project/pyzmq,2023-07-12 05:03:08.034,13376.0,20182807.0,https://anaconda.org/conda-forge/pyzmq,2023-06-16 13:16:40.080,18079657.0,1.0,,,,,,,,,,,,,,,,,,
53,dnspython,rthalley/dnspython,others,,https://github.com/rthalley/dnspython,https://github.com/rthalley/dnspython,ISC,2011-08-24 11:36:39.000,2023-07-19 19:37:33.000,2023-07-19 19:33:22,2272.0,486,59.0,464.0,4.0,466.0,2206,a powerful DNS toolkit for python.,217983.0,213275.0,111.0,39,True,,47.0,2023-07-15 15:59:18.919,2.4.0,39.0,,23874411.0,conda-forge/dnspython,dnspython,https://pypi.org/project/dnspython,2023-07-15 15:59:18.919,4708.0,23848998.0,https://anaconda.org/conda-forge/dnspython,2023-07-15 17:54:33.364,864075.0,1.0,,,,,,,,,,,,,,,,,,
54,swagger-ui,swagger-api/swagger-ui,openapi-utils,,https://github.com/swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui,Apache-2.0,2011-07-15 22:56:39.000,2023-07-20 12:51:27.000,2023-07-20 12:51:17,5900.0,8731,657.0,3552.0,995.0,4217.0,24181,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from..",35185.0,35185.0,554.0,38,True,['openapi'],261.0,2023-07-18 08:25:57.000,5.1.3,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
55,pytube,pytube/pytube,third-party-apis,,https://github.com/pytube/pytube,https://github.com/pytube/pytube,Unlicense,2012-03-18 19:33:44.000,2023-07-19 16:12:59.000,2023-05-20 10:08:41,1461.0,1959,188.0,599.0,429.0,757.0,8943,"A lightweight, dependency-free Python library (and command-line utility) for downloading YouTube Videos.",26486.0,26070.0,112.0,38,True,,11.0,2023-05-07 19:40:40.414,15.0.0,86.0,,325630.0,conda-forge/pytube,pytube,https://pypi.org/project/pytube,2022-12-17 00:12:00.643,416.0,325074.0,https://anaconda.org/conda-forge/pytube,2023-06-16 19:27:33.750,11677.0,2.0,,,,,,,,,,,,,,,,,,
56,bottle,bottlepy/bottle,web-frameworks,,https://github.com/bottlepy/bottle,https://github.com/bottlepy/bottle,MIT,2009-06-30 17:51:30.000,2023-07-07 06:17:11.000,2022-09-05 15:24:52,1896.0,1446,313.0,589.0,314.0,577.0,8024,bottle.py is a fast and simple micro-framework for python web-applications.,31458.0,26279.0,225.0,38,True,,,2023-03-04 15:35:02.955,0.12.25,80.0,,2038965.0,conda-forge/bottle,bottle,https://pypi.org/project/bottle,2023-03-04 15:35:02.955,5179.0,2034002.0,https://anaconda.org/conda-forge/bottle,2023-06-16 13:25:17.978,406983.0,2.0,,,,,,,,,,,,,,,,,,
57,django-debug-toolbar,jazzband/django-debug-toolbar,admin-ui,,https://github.com/jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,BSD-3-Clause,2008-08-28 06:58:04.000,2023-07-17 21:22:11.000,2023-07-17 21:22:07,2523.0,1017,109.0,958.0,71.0,785.0,7572,A configurable set of panels that display various debug information about the current request/response.,86737.0,74374.0,273.0,38,True,,49.0,2023-05-16 10:40:08.000,4.1,62.0,210.0,1827564.0,conda-forge/django-debug-toolbar,django-debug-toolbar,https://pypi.org/project/django-debug-toolbar,2022-12-03 18:12:01.578,12363.0,1825669.0,https://anaconda.org/conda-forge/django-debug-toolbar,2023-06-16 13:15:52.336,166689.0,1.0,,,,,,,,,,,,,,,,,,
58,flask-admin,flask-admin/flask-admin,admin-ui,,https://github.com/flask-admin/flask-admin,https://github.com/flask-admin/flask-admin,BSD-3-Clause,2012-03-18 23:21:57.000,2023-07-17 15:38:07.000,2023-04-24 16:58:03,3043.0,1544,163.0,997.0,479.0,975.0,5413,Simple and extensible administrative interface framework for Flask.,23967.0,21561.0,352.0,38,True,['flask'],4.0,2023-06-19 22:55:48.000,1.6.1,39.0,,1306137.0,conda-forge/flask-admin,flask-admin,https://pypi.org/project/flask-admin,2022-01-30 03:32:51.000,2406.0,1304367.0,https://anaconda.org/conda-forge/flask-admin,2023-06-16 13:25:18.421,143392.0,1.0,,,,,,,,,,,,,,,,,,
59,websockets,aaugustin/websockets,websocket,,https://github.com/python-websockets/websockets,https://github.com/python-websockets/websockets,BSD-3-Clause,2013-03-30 08:59:30.000,2023-07-15 08:47:47.000,2023-07-15 08:47:27,1321.0,485,107.0,355.0,22.0,1005.0,4627,Library for building WebSocket servers and clients in Python.,121133.0,117038.0,69.0,38,True,,15.0,2023-05-07 14:25:28.716,11.0.3,38.0,,15914224.0,conda-forge/websockets,websockets,https://pypi.org/project/websockets,2023-05-07 14:25:28.716,4095.0,15887566.0,https://anaconda.org/conda-forge/websockets,2023-06-16 13:18:56.905,2106028.0,1.0,,,,,,,,,,python-websockets/websockets,,,,,,,,
60,Panel,holoviz/panel,web-ui,,https://github.com/holoviz/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-07-20 14:49:18.000,2023-07-20 14:49:16,3099.0,353,51.0,2607.0,753.0,1930.0,2970,Panel: The powerful data exploration & web app framework for Python.,7819.0,7661.0,130.0,38,True,,331.0,2023-07-07 01:19:16.844,1.2.0,307.0,,447519.0,,panel,https://pypi.org/project/panel,2022-07-05 13:31:06.000,158.0,447519.0,,,,1.0,,,,,,,,,,,,,,,,,,
61,oauthlib,oauthlib/oauthlib,auth,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51.000,2023-06-16 13:18:41.781,2023-06-13 03:01:14,1646.0,487,68.0,481.0,89.0,289.0,2613,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",416696.0,404081.0,192.0,38,True,,1.0,2023-01-10 13:13:43.000,3.2.2,50.0,,79629198.0,conda-forge/oauthlib,oauthlib,https://pypi.org/project/oauthlib,2017-10-19 16:14:12.000,12615.0,79522138.0,https://anaconda.org/conda-forge/oauthlib,2023-06-16 13:18:41.781,8993123.0,1.0,,,,,,,,,,,,,,,,,,
62,asgiref,django/asgiref,servers,,https://github.com/django/asgiref,https://github.com/django/asgiref,BSD-3-Clause,2015-12-23 17:07:13.000,2023-07-07 13:56:22.000,2023-07-07 13:56:22,427.0,188,37.0,219.0,38.0,151.0,1267,ASGI specification and utilities.,635556.0,634314.0,87.0,38,True,,12.0,2023-05-27 17:22:06.910,3.7.2,62.0,,14756598.0,conda-forge/asgiref,asgiref,https://pypi.org/project/asgiref,2023-05-27 17:22:06.910,1242.0,14739920.0,https://anaconda.org/conda-forge/asgiref,2023-06-16 16:11:41.134,950654.0,2.0,,,,,,,,,,,,,,,,,,
63,Kong,kong/kong,api-proxies,,https://github.com/Kong/kong,https://github.com/Kong/kong,Apache-2.0,2014-11-17 23:56:08.000,2023-07-20 16:19:52.000,2023-07-19 23:10:01,9591.0,4480,1015.0,6213.0,234.0,3946.0,36181,The Cloud-Native API Gateway.,,,379.0,37,True,,341.0,2023-07-11 08:58:57.000,3.3.1,100.0,63044.0,3007144.0,,,,,,,,,,1.0,,,,,,,,,,,kong,https://hub.docker.com/r/_/kong,2023-07-04 18:43:44.299290,742.0,312654503.0,,,
64,httpie,httpie/httpie,http-clients,,https://github.com/httpie/httpie,https://github.com/httpie/httpie,BSD-3-Clause,2012-02-25 12:39:13.000,2023-07-14 22:14:27.000,2023-05-24 15:22:56,1770.0,3783,80.0,590.0,151.0,682.0,28540,"HTTPie for Terminal modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions,..",15886.0,14185.0,163.0,37,True,,25.0,2023-05-19 21:43:34.000,3.2.2,56.0,4440.0,192813.0,conda-forge/httpie,httpie,https://pypi.org/project/httpie,2020-03-21 13:07:18.000,1701.0,191143.0,https://anaconda.org/conda-forge/httpie,2023-06-16 16:08:14.893,104459.0,2.0,,,,,,,,,,,,,,,,,,
65,impacket,SecureAuthCorp/impacket,others,,https://github.com/fortra/impacket,https://github.com/fortra/impacket,Apache-2.0,2015-04-15 14:04:07.000,2023-07-20 12:58:14.000,2023-07-18 13:05:45,3892.0,3202,365.0,725.0,160.0,684.0,11442,Impacket is a collection of Python classes for working with network protocols.,4037.0,3815.0,206.0,37,True,,57.0,2022-05-04 14:55:44.000,impacket_0_10_0,15.0,159400.0,111429.0,,impacket,https://pypi.org/project/impacket,2022-05-04 14:53:03.000,222.0,109803.0,,,,2.0,,,,,,,,,,fortra/impacket,,,,,,,,
66,pwntools,Gallopsled/pwntools,others,,https://github.com/Gallopsled/pwntools,https://github.com/Gallopsled/pwntools,MIT,2013-04-29 14:43:03.000,2023-07-19 11:06:21.000,2023-07-17 17:26:41,4215.0,1623,295.0,1277.0,123.0,846.0,10408,CTF framework and exploit development library.,1149.0,1082.0,238.0,37,True,,55.0,2023-05-21 14:18:00.934,4.10.0,108.0,,40840.0,,pwntools,https://pypi.org/project/pwntools,2022-12-29 13:25:51.375,67.0,40840.0,,,,2.0,,,,,,,,,,,,,,,,,,
67,falcon,falconry/falcon,web-frameworks,,https://github.com/falconry/falcon,https://github.com/falconry/falcon,Apache-2.0,2012-12-06 18:17:51.000,2023-07-19 14:08:57.000,2023-07-18 11:41:57,1879.0,909,264.0,1140.0,155.0,833.0,9196,"The no-magic web data plane API and microservices framework for Python developers, with a focus on reliability,..",10008.0,8301.0,200.0,37,True,,10.0,2022-11-18 19:45:40.537,3.1.1,75.0,4965.0,609758.0,conda-forge/falcon,falcon,https://pypi.org/project/falcon,2022-11-18 19:45:40.537,1707.0,605537.0,https://anaconda.org/conda-forge/falcon,2023-06-16 13:21:50.744,333035.0,2.0,,,,,,,,,,,,,,,,,,
68,django-cors-headers,adamchainz/django-cors-headers,django-utils,,https://github.com/adamchainz/django-cors-headers,https://github.com/adamchainz/django-cors-headers,MIT,2013-01-19 08:39:17.000,2023-07-18 12:14:20.227,2023-07-16 19:15:31,739.0,536,80.0,620.0,6.0,254.0,5022,Django app for handling the server headers required for Cross-Origin Resource Sharing (CORS).,179122.0,172391.0,66.0,37,True,['django'],37.0,2023-07-10 09:10:35.505,4.2.0,53.0,,3857994.0,conda-forge/django-cors-headers,django-cors-headers,https://pypi.org/project/django-cors-headers,2023-07-10 09:10:35.505,6731.0,3855901.0,https://anaconda.org/conda-forge/django-cors-headers,2023-07-18 12:14:20.227,77454.0,1.0,,,,,,,,,,,,,,,,,,
69,authlib,lepture/authlib,auth,,https://github.com/lepture/authlib,https://github.com/lepture/authlib,BSD-3-Clause,2017-10-27 06:52:26.000,2023-07-20 15:09:05.000,2023-07-14 14:24:05,1330.0,373,62.0,166.0,54.0,336.0,3850,"The ultimate Python library in building OAuth, OpenID Connect clients and servers. JWS,JWE,JWK,JWA,JWT included.",27633.0,27255.0,97.0,37,True,,12.0,2023-06-25 13:04:04.991,1.2.1,39.0,,5890546.0,conda-forge/authlib,authlib,https://pypi.org/project/authlib,2023-06-25 13:04:04.991,378.0,5887615.0,https://anaconda.org/conda-forge/authlib,2023-06-26 08:15:44.096,111410.0,1.0,,,,,,,,,,,,,,,,,,
70,slackclient,slackapi/python-slack-sdk,third-party-apis,,https://github.com/slackapi/python-slack-sdk,https://github.com/slackapi/python-slack-sdk,MIT,2014-11-10 21:32:02.000,2023-07-15 04:59:43.000,2023-07-15 04:59:43,1238.0,845,168.0,635.0,18.0,727.0,3674,Slack Developer Kit for Python.,2160.0,1.0,159.0,37,True,,18.0,2023-04-28 07:13:03.000,3.21.3,100.0,397.0,4866316.0,conda-forge/slackclient,slackclient,https://pypi.org/project/slackclient,2022-04-22 00:25:51.000,2159.0,4858234.0,https://anaconda.org/conda-forge/slackclient,2023-06-16 13:23:23.749,670314.0,2.0,,,,,,,,,,,,,,,,,,
