,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,new_addition,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,licenses,apt_id
143,flask-cors,corydolphin/flask-cors,,flask-utils,https://github.com/corydolphin/flask-cors,https://github.com/corydolphin/flask-cors,MIT,2013-07-28 21:33:57.000000,2021-06-06 16:22:35.000000,2021-06-05 03:29:51.000000,104.0,30.0,100.0,725.0,348.0,Cross Origin Resource Sharing ( CORS ) support for Flask.,37.0,30,True,['flask'],2021-01-06 00:25:41.000000,3.0.10,42.0,,2588104.0,conda-forge/flask-cors,flask-cors,122963.0,108255.0,https://pypi.org/project/flask-cors,2021-01-06 00:25:41.000000,14708.0,2580118.0,https://anaconda.org/conda-forge/flask-cors,2021-05-30 14:07:35.715000,463221.0,1.0,,,,,,,,,,,,,,,,,,,
144,Yarl,aio-libs/yarl,,url-utils,https://github.com/aio-libs/yarl,https://github.com/aio-libs/yarl,Apache-2.0,2016-08-02 12:56:42.000000,2021-06-23 11:03:48.000000,2021-06-01 07:34:56.000000,88.0,27.0,150.0,663.0,853.0,Yet another URL library.,58.0,30,True,,2020-11-14 20:19:58.000000,1.6.3,83.0,1358.0,26673289.0,conda-forge/yarl,yarl,4568.0,,https://pypi.org/project/yarl,2020-11-14 20:16:31.000000,4568.0,26630999.0,https://anaconda.org/conda-forge/yarl,2021-01-11 08:48:39.505000,2113390.0,1.0,,,,,,,,,,,,,,,,,,,
145,netaddr,netaddr/netaddr,,others,https://github.com/netaddr/netaddr,https://github.com/netaddr/netaddr,BSD-3-Clause,2010-05-24 23:14:56.000000,2021-05-07 20:33:12.000000,2021-04-15 22:45:55.000000,149.0,35.0,119.0,657.0,618.0,A network address manipulation library for Python.,46.0,30,True,,2020-07-03 14:43:51.000000,0.8.0,26.0,,2760270.0,conda-forge/netaddr,netaddr,21370.0,12564.0,https://pypi.org/project/netaddr,2020-07-03 14:43:51.000000,8806.0,2758333.0,https://anaconda.org/conda-forge/netaddr,2017-09-16 17:36:03.062000,116244.0,2.0,,,,,,,,,,,,,,,,,,,
146,terminado,jupyter/terminado,,others,https://github.com/jupyter/terminado,https://github.com/jupyter/terminado,BSD-3-Clause,2014-09-29 23:44:25.000000,2021-06-10 23:10:10.674000,2021-06-10 20:22:32.000000,69.0,23.0,32.0,286.0,334.0,Terminals served by tornado websockets.,32.0,30,True,,2021-06-10 20:23:28.000000,0.10.1,22.0,,10283236.0,conda-forge/terminado,terminado,13612.0,,https://pypi.org/project/terminado,2021-06-10 20:22:45.000000,13612.0,10221445.0,https://anaconda.org/conda-forge/terminado,2021-06-10 23:10:10.674000,3892835.0,2.0,,,,,,,,,,,,,,,,,,,
147,httpcore,encode/httpcore,,http-clients,https://github.com/encode/httpcore,https://github.com/encode/httpcore,BSD-3-Clause,2019-06-23 04:27:05.225000,2021-07-01 14:09:49.000000,2021-07-01 14:03:33.000000,37.0,21.0,69.0,195.0,255.0,A minimal HTTP client.,22.0,30,True,,2021-06-15 14:01:14.000000,0.13.6,35.0,,4391569.0,conda-forge/httpcore,httpcore,4123.0,4053.0,https://pypi.org/project/httpcore,2021-06-15 14:01:14.000000,70.0,4390010.0,https://anaconda.org/conda-forge/httpcore,2021-06-15 16:07:09.457000,38980.0,2.0,,,,,,,,,,,,,,,,,,,
148,Kong,kong/kong,,api-proxies,https://github.com/Kong/kong,https://github.com/Kong/kong,Apache-2.0,2014-11-17 23:56:08.000000,2021-07-01 15:19:16.000000,2021-06-30 17:56:04.000000,3831.0,206.0,3406.0,30110.0,6733.0,The Cloud-Native API Gateway.,246.0,29,True,,2021-05-11 12:53:28.000000,2.4.1,100.0,523874.0,3161523.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,kong,https://hub.docker.com/r/_/kong,2021-06-18 01:52:32.403547,585.0,252305531.0,,
149,mitmproxy,mitmproxy/mitmproxy,,testing,https://github.com/mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,MIT,2010-02-16 04:10:13.000000,2021-07-01 13:15:38.000000,2021-06-28 17:03:30.000000,2884.0,251.0,2318.0,22738.0,,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,397.0,29,True,,2021-01-21 09:59:25.000000,6.0.2,45.0,211614.0,143889.0,,mitmproxy,2262.0,1416.0,https://pypi.org/project/mitmproxy,2020-12-15 16:49:54.000000,846.0,141662.0,,,,2.0,,,,,,,,,,,,,,,,,,,
150,swagger-codegen,swagger-api/swagger-codegen,,openapi-utils,https://github.com/swagger-api/swagger-codegen,https://github.com/swagger-api/swagger-codegen,Apache-2.0,2011-07-06 14:26:48.000000,2021-06-30 16:01:29.000000,2021-06-29 00:57:55.000000,5564.0,2917.0,3108.0,13236.0,11356.0,"swagger-codegen contains a template-driven engine to generate documentation, API clients and server stubs in different..",1196.0,29,True,['openapi'],2021-06-28 13:12:09.000000,3.0.27,67.0,,,,,564.0,564.0,,,,,,,,2.0,,,io.swagger.codegen.v3.swagger-codegen-maven-plugin,,,,,,https://search.maven.org/artifact/io.swagger.codegen.v3.swagger-codegen-maven-plugin,,,,,,,,,,
151,InstaPy,timgrossmann/InstaPy,,third-party-apis,https://github.com/timgrossmann/InstaPy,https://github.com/timgrossmann/InstaPy,GPL-3.0,2016-09-26 20:36:26.000000,2021-06-30 12:02:27.000000,2021-06-10 02:24:39.000000,3170.0,251.0,4885.0,12931.0,3273.0,Instagram Bot - Tool for automated Instagram interactions.,298.0,29,True,,2021-01-07 18:41:10.000000,0.6.13,49.0,,9841.0,,instapy,461.0,450.0,https://pypi.org/project/instapy,2021-01-07 18:41:10.000000,11.0,9841.0,,,,2.0,,,,,,,,,,,,,,,,,,,
152,django-cms,django-cms/django-cms,,cms,https://github.com/django-cms/django-cms,https://github.com/django-cms/django-cms,BSD-3-Clause,2009-03-05 10:14:18.000000,2021-07-01 02:04:03.000000,2021-06-29 18:40:16.000000,2671.0,234.0,3122.0,8237.0,,The easy-to-use and developer-friendly CMS.,583.0,29,True,['django'],2020-10-28 12:25:57.000000,3.8.0,96.0,,46700.0,,django-cms,7003.0,3911.0,https://pypi.org/project/django-cms,2021-06-29 16:41:02.000000,3092.0,46700.0,,,,2.0,,,,,,,,,,,,,,,,,,,
153,Pattern,clips/pattern,,web-scraping,https://github.com/clips/pattern,https://github.com/clips/pattern,BSD-3-Clause,2011-05-03 15:29:01.000000,2021-05-29 16:16:26.000000,2020-04-25 12:40:40.000000,1560.0,164.0,75.0,7967.0,1434.0,"Web mining module for Python, with tools for scraping, natural language processing, machine learning, network analysis..",30.0,29,False,,,,2.0,,111461.0,conda-forge/pattern,pattern,1766.0,1154.0,https://pypi.org/project/pattern,2018-08-18 15:11:17.000000,612.0,111112.0,https://anaconda.org/conda-forge/pattern,2020-05-05 12:38:53.775000,7349.0,2.0,,,,,,,,,,,,,,,,,,,
154,Flask-SocketIO,miguelgrinberg/Flask-SocketIO,,websocket,https://github.com/miguelgrinberg/Flask-SocketIO,https://github.com/miguelgrinberg/Flask-SocketIO,MIT,2014-02-09 07:22:50.000000,2021-06-13 15:51:28.000000,2021-06-13 15:51:21.000000,805.0,13.0,1466.0,4317.0,,Socket.IO integration for Flask applications.,61.0,29,True,['flask'],2021-05-28 09:56:32.000000,5.1.0,78.0,,1777109.0,conda-forge/flask-socketio,flask-socketio,4260.0,,https://pypi.org/project/flask-socketio,2021-05-28 09:56:32.000000,4260.0,1774942.0,https://anaconda.org/conda-forge/flask-socketio,2021-05-28 12:47:06.230000,125695.0,2.0,,,,,,,,,,,,,,,,,,,
155,mezzanine,stephenmcd/mezzanine,,cms,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,BSD-2-Clause,2010-05-29 12:16:55.000000,2021-06-01 06:02:34.000000,2021-06-01 05:58:47.000000,1513.0,88.0,967.0,4291.0,5248.0,CMS framework for Django.,320.0,29,True,['django'],2018-08-08 01:20:56.000000,4.3.1,130.0,,2960.0,,mezzanine,2378.0,,https://pypi.org/project/mezzanine,2020-09-09 01:40:20.000000,2378.0,2960.0,,,,2.0,,,,,,,,,,,,,,,,,,,
156,slackclient,slackapi/python-slack-sdk,,third-party-apis,https://github.com/slackapi/python-slack-sdk,https://github.com/slackapi/python-slack-sdk,MIT,2014-11-10 21:32:02.000000,2021-07-01 09:32:39.000000,2021-06-28 22:00:40.000000,747.0,14.0,544.0,3187.0,,Slack Developer Kit for Python.,130.0,29,True,,2021-06-16 02:26:21.000000,3.7.0,64.0,315.0,7601809.0,conda-forge/slackclient,slackclient,3718.0,,https://pypi.org/project/slackclient,2020-10-22 00:34:16.000000,3718.0,7596094.0,https://anaconda.org/conda-forge/slackclient,2021-01-13 16:22:20.276000,336968.0,2.0,,,,,,,,,,,,,,,,,,,
157,django-rest-framework-jwt,jpadilla/django-rest-framework-jwt,,auth,https://github.com/jpadilla/django-rest-framework-jwt,https://github.com/jpadilla/django-rest-framework-jwt,MIT,2014-01-16 04:54:06.000000,2020-05-07 23:27:06.000000,2019-08-13 02:11:02.000000,554.0,164.0,187.0,3086.0,369.0,JSON Web Token Authentication support for Django REST Framework.,61.0,29,False,,2017-06-23 23:57:19.000000,1.11.0,25.0,,369488.0,,djangorestframework-jwt,21685.0,17833.0,https://pypi.org/project/djangorestframework-jwt,2017-06-23 23:47:52.000000,3852.0,369488.0,,,,2.0,,,,,,,,,,,,,,,,,,,
158,flasgger,flasgger/flasgger,,openapi-utils,https://github.com/flasgger/flasgger,https://github.com/flasgger/flasgger,MIT,2015-07-27 18:21:49.000000,2021-06-07 15:05:01.000000,2021-03-13 04:51:34.000000,377.0,179.0,148.0,2641.0,515.0,Easy OpenAPI specs and Swagger UI for your Flask API.,96.0,29,True,['flask'],2020-08-01 15:28:10.000000,0.9.5,49.0,458.0,284357.0,conda-forge/flasgger,flasgger,5526.0,4936.0,https://pypi.org/project/flasgger,2020-07-31 23:54:47.000000,590.0,282328.0,https://anaconda.org/conda-forge/flasgger,2021-04-16 12:53:50.238000,91073.0,2.0,,,,,,,,,,,,,,,,,,,
159,twitter,sixohsix/twitter,,third-party-apis,https://github.com/python-twitter-tools/twitter,https://github.com/python-twitter-tools/twitter,MIT,2008-12-15 21:11:26.000000,2021-06-18 10:39:53.000000,2021-06-18 10:28:47.000000,517.0,47.0,225.0,2610.0,731.0,Python Twitter API.,91.0,29,True,,2021-06-18 10:39:07.000000,twitter-1.19.3,54.0,,123090.0,,twitter,5139.0,3083.0,https://pypi.org/project/twitter,2021-06-18 10:39:53.000000,2056.0,123090.0,,,,2.0,,,,,,,,,,,,python-twitter-tools/twitter,,,,,,,
160,facebook-sdk,mobolic/facebook-sdk,,third-party-apis,https://github.com/mobolic/facebook-sdk,https://github.com/mobolic/facebook-sdk,Apache-2.0,2011-05-11 13:38:27.000000,2021-05-14 21:55:57.000000,2020-12-27 07:29:21.000000,951.0,32.0,214.0,2609.0,544.0,Python SDK for Facebook's Graph API.,99.0,29,True,,2018-11-06 06:53:51.000000,3.1.0,8.0,,187099.0,,facebook-sdk,5571.0,3083.0,https://pypi.org/project/facebook-sdk,2018-11-06 06:53:51.000000,2488.0,187099.0,,,,2.0,,,,,,,,,,,,,,,,,,,
161,flask-restplus,noirbizarre/flask-restplus,,web-frameworks,https://github.com/noirbizarre/flask-restplus,https://github.com/noirbizarre/flask-restplus,BSD-3-Clause,2014-08-14 13:26:03.000000,2021-01-13 11:31:12.154000,2020-01-13 15:25:46.000000,506.0,377.0,248.0,2525.0,731.0,"Fully featured framework for fast, easy and documented API development with Flask.",89.0,29,False,['flask'],2019-08-12 21:51:40.000000,0.13.0,35.0,,578697.0,conda-forge/flask-restplus,flask-restplus,11688.0,9962.0,https://pypi.org/project/flask-restplus,2019-08-12 21:51:40.000000,1726.0,575540.0,https://anaconda.org/conda-forge/flask-restplus,2021-01-13 11:31:12.154000,179972.0,3.0,,,,,,,,,,,,,,,,,,,
162,django-compressor,django-compressor/django-compressor,,django-utils,https://github.com/django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,MIT,2010-02-05 15:48:14.000000,2021-06-28 14:27:55.000000,2021-04-23 11:20:55.000000,546.0,96.0,498.0,2471.0,1495.0,Compresses linked and inline javascript or CSS into a single cached file.,201.0,29,True,['django'],2017-02-02 10:45:26.000000,2.1.1,30.0,,295743.0,,django-compressor,398.0,,https://pypi.org/project/django-compressor,2021-04-17 18:52:21.000000,398.0,295743.0,,,,2.0,,,,,,,,,,,,,,,,,,,
163,fake-useragent,hellysmile/fake-useragent,,others,https://github.com/hellysmile/fake-useragent,https://github.com/hellysmile/fake-useragent,Apache-2.0,2013-03-04 07:14:29.000000,2021-06-29 16:41:20.000000,2020-09-22 17:19:03.000000,360.0,38.0,49.0,2467.0,167.0,up to date simple useragent faker with real world database.,7.0,29,True,,2018-10-04 15:02:12.000000,0.1.11,21.0,,1981755.0,,fake-useragent,11134.0,9916.0,https://pypi.org/project/fake-useragent,2018-10-04 15:02:12.000000,1218.0,1981755.0,,,,2.0,,,,,,,,,,,,,,,,,,,
164,django-rest-framework-simplejwt,SimpleJWT/django-rest-framework-simplejwt,,auth,https://github.com/jazzband/djangorestframework-simplejwt,https://github.com/jazzband/djangorestframework-simplejwt,MIT,2017-05-05 17:41:35.000000,2021-06-30 12:24:41.000000,2021-06-27 19:55:29.000000,389.0,50.0,223.0,2444.0,490.0,A JSON Web Token authentication plugin for the Django REST Framework.,55.0,29,True,['django'],2021-05-28 01:44:15.000000,4.7.1,36.0,,529298.0,,djangorestframework-simplejwt,484.0,,https://pypi.org/project/djangorestframework-simplejwt,2021-05-28 01:44:15.000000,484.0,529298.0,,,,2.0,,,,,,,,,,,,jazzband/djangorestframework-simplejwt,,,,,,,
165,django-bootstrap3,zostera/django-bootstrap3,,django-utils,https://github.com/zostera/django-bootstrap3,https://github.com/zostera/django-bootstrap3,BSD-3-Clause,2013-08-13 13:48:04.000000,2021-07-01 10:09:45.000000,2021-06-22 17:59:52.000000,691.0,3.0,284.0,2260.0,,Bootstrap 3 integration with Django.,97.0,29,True,['django'],2021-04-10 05:34:25.000000,15.0.0,90.0,,97534.0,conda-forge/django-bootstrap3,django-bootstrap3,23190.0,15296.0,https://pypi.org/project/django-bootstrap3,2021-04-10 05:34:25.000000,7894.0,97138.0,https://anaconda.org/conda-forge/django-bootstrap3,2019-08-04 21:11:14.583000,18224.0,2.0,,,,,,,,,,,,,,,,,,,
166,python-markdown2,trentm/python-markdown2,,markdown,https://github.com/trentm/python-markdown2,https://github.com/trentm/python-markdown2,MIT,2011-01-31 00:30:02.000000,2021-04-09 12:12:45.000000,2021-03-16 17:30:18.000000,366.0,106.0,143.0,2184.0,734.0,markdown2: A fast and complete implementation of Markdown in Python.,60.0,29,True,,2021-01-22 20:51:09.000000,2.4.0,41.0,,472963.0,,markdown2,14107.0,9669.0,https://pypi.org/project/markdown2,2021-01-22 20:51:09.000000,4438.0,472963.0,,,,2.0,,,,,,,,,,,,,,,,,,,
167,django-import-export,django-import-export/django-import-export,,django-utils,https://github.com/django-import-export/django-import-export,https://github.com/django-import-export/django-import-export,BSD-2-Clause,2012-11-15 13:12:22.000000,2021-06-28 13:16:57.000000,2021-05-05 13:54:20.000000,646.0,102.0,681.0,2144.0,,Django application and library for importing and exporting data with admin integration.,175.0,29,True,['django'],2020-12-31 14:02:35.000000,2.5.0,42.0,,479536.0,conda-forge/django-import-export,django-import-export,12599.0,10635.0,https://pypi.org/project/django-import-export,2020-12-31 14:02:35.000000,1964.0,478685.0,https://anaconda.org/conda-forge/django-import-export,2020-12-31 15:24:54.356000,47683.0,2.0,,,,,,,,,,,,,,,,,,,
168,yagmail,kootenpv/yagmail,,email,https://github.com/kootenpv/yagmail,https://github.com/kootenpv/yagmail,MIT,2015-04-17 21:39:24.000000,2021-05-10 14:34:52.000000,2021-05-10 14:34:40.000000,232.0,77.0,100.0,2044.0,257.0,Send email in Python conveniently for gmail using yagmail.,29.0,29,True,,2021-05-10 11:39:43.000000,0.14.256,99.0,,136454.0,,yagmail,2127.0,1367.0,https://pypi.org/project/yagmail,2021-05-10 11:39:43.000000,760.0,136454.0,,,,1.0,,,,,,,,,,,,,,,,,,,
169,xhtml2pdf,xhtml2pdf/xhtml2pdf,,html-processing,https://github.com/xhtml2pdf/xhtml2pdf,https://github.com/xhtml2pdf/xhtml2pdf,Apache-2.0,2011-05-16 13:45:29.000000,2021-05-27 06:29:47.000000,2021-03-19 20:44:10.000000,540.0,109.0,184.0,1803.0,946.0,A library for converting HTML into PDFs using ReportLab.,134.0,29,True,,2020-10-08 18:57:39.000000,0.2.5,20.0,,269155.0,conda-forge/xhtml2pdf,xhtml2pdf,6906.0,5342.0,https://pypi.org/project/xhtml2pdf,2020-10-08 18:57:39.000000,1564.0,268214.0,https://anaconda.org/conda-forge/xhtml2pdf,2021-01-20 16:11:32.618000,26354.0,3.0,,,,,,,,,,,,,,,,,,,
170,twython,ryanmcgrath/twython,,third-party-apis,https://github.com/ryanmcgrath/twython,https://github.com/ryanmcgrath/twython,MIT,2009-04-02 05:01:31.000000,2021-05-30 14:05:03.047000,2021-01-14 23:53:25.000000,396.0,25.0,299.0,1784.0,844.0,"Actively maintained, pure Python wrapper for the Twitter API. Supports both normal and streaming Twitter APIs.",100.0,29,True,,2020-04-04 23:21:39.000000,3.8.2,59.0,,82846.0,conda-forge/twython,twython,6748.0,4492.0,https://pypi.org/project/twython,2020-04-04 23:21:39.000000,2256.0,77975.0,https://anaconda.org/conda-forge/twython,2021-05-30 14:05:03.047000,243598.0,2.0,,,,,,,,,,,,,,,,,,,
171,pyotp,pyauth/pyotp,,auth,https://github.com/pyauth/pyotp,https://github.com/pyauth/pyotp,MIT,2011-09-23 13:10:31.000000,2021-05-20 20:24:18.000000,2021-05-12 23:16:53.000000,234.0,4.0,63.0,1723.0,,Python One-Time Password Library.,36.0,29,True,,2021-02-04 19:47:49.000000,2.6.0,21.0,99.0,2688813.0,conda-forge/pyotp,pyotp,4100.0,3214.0,https://pypi.org/project/pyotp,2021-02-04 19:47:49.000000,886.0,2688463.0,https://anaconda.org/conda-forge/pyotp,2021-02-04 21:15:23.858000,9789.0,2.0,,,,,,,,,,,,,,,,,,,
172,django-braces,brack3t/django-braces,,django-utils,https://github.com/brack3t/django-braces,https://github.com/brack3t/django-braces,BSD-3-Clause,2012-03-02 20:02:51.000000,2020-09-28 11:37:40.000000,2019-12-30 20:26:03.000000,210.0,23.0,92.0,1719.0,647.0,"Reusable, generic mixins for Django.",75.0,29,False,['django'],2019-12-30 21:21:35.000000,1.14.0,30.0,,250013.0,conda-forge/django-braces,django-braces,18447.0,10607.0,https://pypi.org/project/django-braces,2019-12-30 21:21:35.000000,7840.0,249403.0,https://anaconda.org/conda-forge/django-braces,2018-07-08 01:10:50.307000,28713.0,2.0,,,,,,,,,,,,,,,,,,,
173,slacker,os/slacker,,third-party-apis,https://github.com/os/slacker,https://github.com/os/slacker,Apache-2.0,2014-03-12 15:13:32.000000,2020-07-03 04:29:17.000000,2020-07-03 04:29:16.000000,246.0,30.0,61.0,1616.0,356.0,Full-featured Python interface for the Slack API.,45.0,29,True,,2020-02-15 09:06:13.000000,0.14.0,57.0,,939914.0,conda-forge/slacker,slacker,4407.0,2423.0,https://pypi.org/project/slacker,2020-02-15 09:06:13.000000,1984.0,937172.0,https://anaconda.org/conda-forge/slacker,2020-02-28 19:46:11.049000,167292.0,2.0,,,,,,,,,,,,,,,,,,,
174,sorl-thumbnail,jazzband/sorl-thumbnail,,django-utils,https://github.com/jazzband/sorl-thumbnail,https://github.com/jazzband/sorl-thumbnail,BSD-3-Clause,2010-11-12 00:46:35.000000,2021-06-15 22:14:18.000000,2021-04-22 10:48:34.000000,446.0,111.0,271.0,1505.0,988.0,Thumbnails for Django.,145.0,29,True,['django'],2020-11-23 18:34:27.000000,12.7.0,30.0,,121386.0,,sorl-thumbnail,12019.0,7035.0,https://pypi.org/project/sorl-thumbnail,2020-11-23 18:34:27.000000,4984.0,121386.0,,,,2.0,,,,,,,,,,,,,,,,,,,
175,django-rq,rq/django-rq,,django-utils,https://github.com/rq/django-rq,https://github.com/rq/django-rq,MIT,2012-05-15 10:21:58.000000,2021-06-23 01:58:35.000000,2021-06-23 01:58:27.000000,225.0,59.0,217.0,1409.0,546.0,A simple app that provides django integration for RQ (Redis Queue).,99.0,29,True,['django'],2021-03-31 01:29:41.000000,2.4.1,44.0,,105115.0,,django-rq,2256.0,1472.0,https://pypi.org/project/django-rq,2021-03-31 01:29:41.000000,784.0,105115.0,,,,2.0,,,,,,,,,,,,,,,,,,,
176,django-simple-history,jazzband/django-simple-history,,django-utils,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,BSD-3-Clause,2011-03-06 22:42:19.000000,2021-06-30 05:12:08.000000,2021-06-30 05:12:05.000000,339.0,82.0,350.0,1368.0,966.0,Store model history and view/revert changes from admin site.,136.0,29,True,['django'],2021-04-19 15:02:41.000000,3.0.0,41.0,,327509.0,,django-simple-history,2757.0,1923.0,https://pypi.org/project/django-simple-history,2021-04-19 15:02:41.000000,834.0,327509.0,,,,2.0,,,,,,,,,,,,,,,,,,,
177,flask-api,flask-api/flask-api,,flask-utils,https://github.com/flask-api/flask-api,https://github.com/flask-api/flask-api,BSD-3-Clause,2014-02-15 12:27:34.000000,2021-06-15 21:01:11.000000,2021-06-15 20:58:56.000000,154.0,10.0,51.0,1257.0,261.0,Browsable web APIs for Flask.,32.0,29,True,['flask'],2021-06-15 21:00:49.000000,3.0,32.0,,361034.0,,flask-api,5802.0,4484.0,https://pypi.org/project/flask-api,2021-06-15 20:58:27.000000,1318.0,361034.0,,,,1.0,,,,,,,,,,,,,,,,,,,
178,easy-thumbnails,SmileyChris/easy-thumbnails,,django-utils,https://github.com/SmileyChris/easy-thumbnails,https://github.com/SmileyChris/easy-thumbnails,BSD-3-Clause,2009-10-08 03:44:26.000000,2021-06-09 08:27:02.000000,2021-01-22 08:38:40.000000,298.0,87.0,298.0,1208.0,685.0,Easy thumbnails for Django.,82.0,29,True,['django'],2020-11-23 11:00:19.000000,2.7.1,43.0,,175018.0,,easy-thumbnails,11286.0,7234.0,https://pypi.org/project/easy-thumbnails,2020-11-23 11:15:59.000000,4052.0,175018.0,,,,2.0,,,,,,,,,,,,,,,,,,,
179,simple-salesforce,simple-salesforce/simple-salesforce,,third-party-apis,https://github.com/simple-salesforce/simple-salesforce,https://github.com/simple-salesforce/simple-salesforce,Apache-2.0,2013-01-17 20:08:57.000000,2021-06-25 08:59:14.000000,2021-06-21 15:51:37.000000,507.0,136.0,189.0,1141.0,425.0,A very simple Salesforce.com REST API client for Python.,71.0,29,True,,2021-06-10 16:33:54.000000,1.11.2,37.0,,2908021.0,conda-forge/simple-salesforce,simple-salesforce,276.0,,https://pypi.org/project/simple-salesforce,2021-06-10 16:33:54.000000,276.0,2907329.0,https://anaconda.org/conda-forge/simple-salesforce,2020-12-11 15:45:59.182000,34630.0,2.0,,,,,,,,,,,,,,,,,,,
